Orthogroup	Acanthamoeba_castellani.NEFF	Babesia_bovis.T2Bo	Cryptosporidium_parvum	Eimeria_tenella	Entamoeba_histolytica.HM1IMSS	Giardia_intestinalis.AWB	Leishmania_donovani.BPK282A1	Leishmania_major.Friedlin	Maranthos_nigrum.EAF	Parvilucifera_sinerae.EAF	Perkinsus_marinus.high_quality	Plasmodium_falciparum	Sarcocystis_neurona.SN3	Theileria_annulata.Ankara	Toxoplasma_gondii	Trichomonas_vaginalis.G3	Trypanosoma_brucei.TREU927	Trypanosoma_cruzi.CLBElike
OG0039508									Mnig_DN12001_c0_g1_i1.p1									
OG0039509									Mnig_DN12007_c0_g1_i1.p1									
OG0039510									Mnig_DN12016_c0_g1_i1.p1									
OG0039511									Mnig_DN12022_c0_g1_i1.p1									
OG0039512									Mnig_DN12024_c0_g1_i1.p1									
OG0039513									Mnig_DN12038_c0_g1_i1.p2									
OG0039514									Mnig_DN12040_c0_g1_i1.p1									
OG0039515									Mnig_DN12044_c0_g1_i1.p3									
OG0039516									Mnig_DN12050_c0_g1_i1.p1									
OG0039517									Mnig_DN12052_c0_g1_i1.p3									
OG0039518									Mnig_DN12064_c0_g1_i1.p1									
OG0039519									Mnig_DN12065_c0_g1_i1.p2									
OG0039520									Mnig_DN12070_c0_g1_i1.p1									
OG0039521									Mnig_DN12072_c0_g1_i1.p1									
OG0039522									Mnig_DN12079_c0_g1_i1.p1									
OG0039523									Mnig_DN12081_c0_g1_i1.p1									
OG0039524									Mnig_DN12091_c0_g1_i1.p1									
OG0039525									Mnig_DN12096_c0_g1_i1.p2									
OG0039526									Mnig_DN12100_c0_g1_i1.p1									
OG0039527									Mnig_DN12103_c0_g1_i1.p1									
OG0039528									Mnig_DN12110_c0_g1_i1.p1									
OG0039529									Mnig_DN12120_c0_g1_i1.p1									
OG0039530									Mnig_DN12122_c0_g1_i1.p1									
OG0039531									Mnig_DN12141_c0_g1_i1.p1									
OG0039532									Mnig_DN12146_c0_g1_i1.p1									
OG0039533									Mnig_DN12150_c0_g1_i1.p1									
OG0039534									Mnig_DN12155_c0_g1_i1.p1									
OG0039535									Mnig_DN12168_c0_g1_i1.p1									
OG0039536									Mnig_DN12172_c0_g1_i1.p2									
OG0039537									Mnig_DN12174_c0_g1_i1.p3									
OG0039538									Mnig_DN12177_c0_g1_i1.p2									
OG0039539									Mnig_DN12179_c0_g1_i1.p1									
OG0039540									Mnig_DN12180_c0_g1_i1.p3									
OG0039541									Mnig_DN12186_c0_g1_i1.p2									
OG0039542									Mnig_DN121_c0_g1_i1.p1									
OG0039543									Mnig_DN12207_c0_g1_i1.p1									
OG0039544									Mnig_DN12210_c0_g1_i1.p1									
OG0039545									Mnig_DN12213_c0_g1_i1.p1									
OG0039546									Mnig_DN12214_c0_g1_i1.p1									
OG0039547									Mnig_DN12217_c0_g1_i1.p1									
OG0039548									Mnig_DN12219_c0_g1_i1.p1									
OG0039549									Mnig_DN12238_c0_g1_i1.p1									
OG0039550									Mnig_DN12243_c0_g1_i1.p1									
OG0039551									Mnig_DN12262_c0_g1_i1.p1									
OG0039552									Mnig_DN12274_c0_g1_i1.p1									
OG0039553									Mnig_DN12276_c0_g1_i1.p3									
OG0039554									Mnig_DN1227_c0_g1_i1.p1									
OG0039555									Mnig_DN12285_c0_g1_i1.p2									
OG0039556									Mnig_DN12289_c0_g1_i1.p2									
OG0039557									Mnig_DN12291_c0_g1_i1.p1									
OG0039558									Mnig_DN12296_c0_g1_i1.p1									
OG0039559									Mnig_DN12314_c0_g1_i1.p1									
OG0039560									Mnig_DN12317_c0_g1_i1.p2									
OG0039561									Mnig_DN12333_c0_g1_i1.p1									
OG0039562									Mnig_DN12341_c0_g1_i1.p1									
OG0039563									Mnig_DN12355_c0_g1_i1.p2									
OG0039564									Mnig_DN12359_c0_g1_i1.p1									
OG0039565									Mnig_DN12361_c0_g1_i1.p1									
OG0039566									Mnig_DN12362_c0_g1_i1.p1									
OG0039567									Mnig_DN12394_c0_g1_i1.p1									
OG0039568									Mnig_DN123_c0_g1_i1.p1									
OG0039569									Mnig_DN12405_c0_g1_i1.p2									
OG0039570									Mnig_DN12405_c0_g2_i1.p3									
OG0039571									Mnig_DN12414_c0_g1_i1.p1									
OG0039572									Mnig_DN12433_c0_g1_i1.p1									
OG0039573									Mnig_DN12440_c0_g1_i1.p1									
OG0039574									Mnig_DN12463_c0_g1_i1.p2									
OG0039575									Mnig_DN12481_c0_g1_i1.p1									
OG0039576									Mnig_DN12497_c0_g1_i1.p1									
OG0039577									Mnig_DN12499_c0_g1_i1.p1									
OG0039578									Mnig_DN1249_c0_g1_i1.p1									
OG0039579									Mnig_DN12510_c0_g1_i1.p3									
OG0039580									Mnig_DN12513_c0_g1_i1.p1									
OG0039581									Mnig_DN12518_c0_g1_i1.p1									
OG0039582									Mnig_DN1251_c0_g3_i1.p1									
OG0039583									Mnig_DN1252_c0_g1_i1.p1									
OG0039584									Mnig_DN12532_c0_g1_i1.p1									
OG0039585									Mnig_DN1254_c0_g1_i1.p3									
OG0039586									Mnig_DN12558_c0_g1_i1.p2									
OG0039587									Mnig_DN1255_c0_g1_i1.p2									
OG0039588									Mnig_DN12562_c0_g1_i1.p1									
OG0039589									Mnig_DN12571_c0_g1_i1.p2									
OG0039590									Mnig_DN1257_c0_g1_i1.p1									
OG0039591									Mnig_DN12580_c0_g1_i1.p2									
OG0039592									Mnig_DN12581_c0_g1_i1.p3									
OG0039593									Mnig_DN12598_c0_g1_i1.p3									
OG0039594									Mnig_DN125_c0_g1_i1.p1									
OG0039595									Mnig_DN12607_c0_g1_i1.p2									
OG0039596									Mnig_DN12609_c0_g1_i1.p2									
OG0039597									Mnig_DN12613_c0_g1_i1.p1									
OG0039598									Mnig_DN12626_c0_g1_i1.p1									
OG0039599									Mnig_DN12630_c0_g1_i1.p2									
OG0039600									Mnig_DN12659_c0_g1_i1.p3									
OG0039601									Mnig_DN12663_c0_g1_i1.p1									
OG0039602									Mnig_DN12678_c0_g1_i1.p1									
OG0039603									Mnig_DN12684_c0_g1_i1.p2									
OG0039604									Mnig_DN12687_c0_g1_i1.p1									
OG0039605									Mnig_DN12696_c0_g1_i1.p2									
OG0039606									Mnig_DN12698_c0_g1_i1.p1									
OG0039607									Mnig_DN1271_c0_g1_i1.p1									
OG0039608									Mnig_DN12720_c0_g1_i1.p1									
OG0039609									Mnig_DN12741_c0_g1_i1.p1									
OG0039610									Mnig_DN1275_c0_g1_i1.p1									
OG0039611									Mnig_DN12762_c0_g1_i1.p1									
OG0039612									Mnig_DN12778_c0_g1_i1.p2									
OG0039613									Mnig_DN12799_c0_g1_i1.p1									
OG0039614									Mnig_DN12823_c0_g1_i1.p1									
OG0039615									Mnig_DN12839_c0_g1_i1.p2									
OG0039616									Mnig_DN12846_c0_g1_i1.p2									
OG0039617									Mnig_DN1285_c0_g1_i1.p1									
OG0039618									Mnig_DN12862_c0_g1_i1.p1									
OG0039619									Mnig_DN12867_c0_g1_i1.p1									
OG0039620									Mnig_DN1287_c0_g1_i1.p1									
OG0039621									Mnig_DN12887_c0_g1_i1.p2									
OG0039622									Mnig_DN12890_c0_g1_i1.p2									
OG0039623									Mnig_DN12897_c0_g1_i1.p1									
OG0039624									Mnig_DN1289_c0_g1_i1.p2									
OG0039625									Mnig_DN12902_c0_g1_i1.p1									
OG0039626									Mnig_DN12911_c0_g1_i1.p1									
OG0039627									Mnig_DN12933_c0_g1_i1.p1									
OG0039628									Mnig_DN12938_c0_g1_i1.p1									
OG0039629									Mnig_DN12948_c0_g1_i1.p3									
OG0039630									Mnig_DN12972_c0_g1_i1.p1									
OG0039631									Mnig_DN1297_c0_g1_i1.p1									
OG0039632									Mnig_DN12983_c0_g1_i1.p1									
OG0039633									Mnig_DN12988_c0_g1_i1.p1									
OG0039634									Mnig_DN1298_c0_g1_i1.p1									
OG0039635									Mnig_DN12_c0_g1_i1.p1									
OG0039636									Mnig_DN13015_c0_g1_i1.p1									
OG0039637									Mnig_DN13016_c0_g1_i1.p2									
OG0039638									Mnig_DN13018_c0_g1_i1.p1									
OG0039639									Mnig_DN13020_c0_g1_i1.p3									
OG0039640									Mnig_DN13027_c0_g1_i1.p1									
OG0039641									Mnig_DN1304_c0_g1_i1.p1									
OG0039642									Mnig_DN13054_c0_g1_i1.p1									
OG0039643									Mnig_DN13063_c0_g1_i1.p2									
OG0039644									Mnig_DN13067_c0_g1_i1.p1									
OG0039645									Mnig_DN1308_c0_g1_i1.p1									
OG0039646									Mnig_DN130_c0_g1_i1.p1									
OG0039647									Mnig_DN13165_c0_g1_i1.p1									
OG0039648									Mnig_DN13167_c0_g1_i1.p1									
OG0039649									Mnig_DN13171_c0_g1_i1.p1									
OG0039650									Mnig_DN13175_c0_g1_i1.p1									
OG0039651									Mnig_DN13190_c0_g1_i1.p1									
OG0039652									Mnig_DN13193_c0_g1_i1.p2									
OG0039653									Mnig_DN13195_c0_g1_i1.p1									
OG0039654									Mnig_DN131_c0_g1_i1.p1									
OG0039655									Mnig_DN13204_c0_g1_i1.p1									
OG0039656									Mnig_DN13221_c0_g1_i1.p1									
OG0039657									Mnig_DN13223_c0_g1_i1.p1									
OG0039658									Mnig_DN13225_c0_g1_i1.p1									
OG0039659									Mnig_DN13237_c0_g1_i1.p1									
OG0039660									Mnig_DN13242_c0_g1_i1.p1									
OG0039661									Mnig_DN13244_c0_g1_i1.p2									
OG0039662									Mnig_DN13248_c0_g1_i1.p1									
OG0039663									Mnig_DN13254_c0_g1_i1.p1									
OG0039664									Mnig_DN13255_c0_g1_i1.p1									
OG0039665									Mnig_DN13270_c0_g1_i1.p2									
OG0039666									Mnig_DN1327_c0_g1_i1.p2									
OG0039667									Mnig_DN13285_c0_g1_i1.p1									
OG0039668									Mnig_DN13290_c0_g1_i1.p2									
OG0039669									Mnig_DN13304_c0_g1_i1.p1									
OG0039670									Mnig_DN13306_c0_g1_i1.p1									
OG0039671									Mnig_DN13312_c0_g1_i1.p1									
OG0039672									Mnig_DN13328_c0_g1_i1.p1									
OG0039673									Mnig_DN13334_c0_g1_i1.p1									
OG0039674									Mnig_DN13344_c0_g1_i1.p1									
OG0039675									Mnig_DN13353_c0_g1_i1.p2									
OG0039676									Mnig_DN1335_c0_g1_i1.p3									
OG0039677									Mnig_DN13370_c0_g1_i1.p1									
OG0039678									Mnig_DN13373_c0_g1_i1.p3									
OG0039679									Mnig_DN13376_c0_g1_i1.p1									
OG0039680									Mnig_DN13377_c0_g1_i1.p1									
OG0039681									Mnig_DN13380_c0_g1_i1.p1									
OG0039682									Mnig_DN13395_c0_g1_i1.p1									
OG0039683									Mnig_DN13397_c0_g1_i1.p2									
OG0039684									Mnig_DN13410_c0_g1_i1.p2									
OG0039685									Mnig_DN13417_c0_g1_i1.p1									
OG0039686									Mnig_DN13421_c0_g1_i1.p1									
OG0039687									Mnig_DN13424_c0_g1_i1.p1									
OG0039688									Mnig_DN13429_c0_g1_i1.p1									
OG0039689									Mnig_DN13431_c0_g1_i1.p1									
OG0039690									Mnig_DN13436_c0_g1_i1.p2									
OG0039691									Mnig_DN13438_c0_g1_i1.p1									
OG0039692									Mnig_DN13440_c0_g1_i1.p1									
OG0039693									Mnig_DN13441_c0_g1_i1.p1									
OG0039694									Mnig_DN13443_c0_g1_i1.p2									
OG0039695									Mnig_DN13449_c0_g1_i1.p1									
OG0039696									Mnig_DN1344_c0_g1_i1.p1									
OG0039697									Mnig_DN1344_c0_g2_i1.p2									
OG0039698									Mnig_DN13454_c0_g1_i1.p1									
OG0039699									Mnig_DN13455_c0_g1_i1.p1									
OG0039700									Mnig_DN13458_c0_g1_i1.p2									
OG0039701									Mnig_DN13460_c0_g1_i1.p1									
OG0039702									Mnig_DN13463_c0_g1_i1.p1									
OG0039703									Mnig_DN13471_c0_g1_i1.p1									
OG0039704									Mnig_DN13486_c0_g1_i1.p1									
OG0039705									Mnig_DN13488_c0_g1_i1.p1									
OG0039706									Mnig_DN1348_c0_g1_i1.p1									
OG0039707									Mnig_DN13499_c0_g1_i1.p1									
OG0039708									Mnig_DN13500_c0_g1_i1.p1									
OG0039709									Mnig_DN13501_c0_g1_i1.p1									
OG0039710									Mnig_DN13510_c0_g1_i1.p2									
OG0039711									Mnig_DN13515_c0_g1_i1.p1									
OG0039712									Mnig_DN13519_c0_g1_i1.p1									
OG0039713									Mnig_DN13531_c0_g1_i1.p1									
OG0039714									Mnig_DN13540_c0_g1_i1.p1									
OG0039715									Mnig_DN13544_c0_g1_i1.p1									
OG0039716									Mnig_DN13547_c1_g1_i1.p3									
OG0039717									Mnig_DN13556_c0_g1_i1.p2									
OG0039718									Mnig_DN13601_c0_g1_i1.p3									
OG0039719									Mnig_DN13604_c0_g1_i1.p2									
OG0039720									Mnig_DN13605_c0_g1_i1.p1									
OG0039721									Mnig_DN13610_c0_g1_i1.p1									
OG0039722									Mnig_DN13615_c0_g1_i1.p2									
OG0039723									Mnig_DN1361_c0_g1_i1.p1									
OG0039724									Mnig_DN13621_c0_g1_i1.p1									
OG0039725									Mnig_DN13631_c0_g1_i1.p1									
OG0039726									Mnig_DN1363_c0_g1_i1.p1									
OG0039727									Mnig_DN13647_c0_g1_i1.p2									
OG0039728									Mnig_DN13648_c0_g1_i1.p1									
OG0039729									Mnig_DN13650_c0_g1_i1.p2									
OG0039730									Mnig_DN13652_c0_g1_i1.p1									
OG0039731									Mnig_DN13663_c0_g1_i1.p1									
OG0039732									Mnig_DN13667_c0_g1_i1.p1									
OG0039733									Mnig_DN13679_c0_g1_i1.p1									
OG0039734									Mnig_DN13681_c0_g1_i1.p1									
OG0039735									Mnig_DN1368_c0_g1_i1.p1									
OG0039736									Mnig_DN13716_c0_g1_i1.p3									
OG0039737									Mnig_DN13722_c0_g1_i1.p1									
OG0039738									Mnig_DN13725_c0_g1_i1.p2									
OG0039739									Mnig_DN13726_c0_g1_i1.p1									
OG0039740									Mnig_DN1372_c0_g2_i1.p1									
OG0039741									Mnig_DN13737_c0_g1_i1.p1									
OG0039742									Mnig_DN13738_c0_g1_i1.p1									
OG0039743									Mnig_DN13751_c0_g1_i1.p2									
OG0039744									Mnig_DN13754_c0_g1_i1.p1									
OG0039745									Mnig_DN13756_c0_g1_i1.p1									
OG0039746									Mnig_DN13759_c0_g1_i1.p1									
OG0039747									Mnig_DN13762_c0_g1_i1.p1									
OG0039748									Mnig_DN13769_c0_g1_i1.p2									
OG0039749									Mnig_DN13772_c0_g1_i1.p1									
OG0039750									Mnig_DN13775_c0_g1_i1.p1									
OG0039751									Mnig_DN13776_c0_g1_i1.p1									
OG0039752									Mnig_DN13788_c0_g1_i1.p1									
OG0039753									Mnig_DN13793_c0_g1_i1.p1									
OG0039754									Mnig_DN13794_c0_g1_i1.p1									
OG0039755									Mnig_DN13796_c0_g1_i1.p1									
OG0039756									Mnig_DN13798_c0_g1_i1.p1									
OG0039757									Mnig_DN13802_c0_g1_i1.p3									
OG0039758									Mnig_DN13805_c0_g1_i1.p1									
OG0039759									Mnig_DN13806_c0_g1_i1.p1									
OG0039760									Mnig_DN13807_c0_g1_i1.p1									
OG0039761									Mnig_DN13817_c0_g1_i1.p1									
OG0039762									Mnig_DN13825_c0_g1_i1.p2									
OG0039763									Mnig_DN13827_c0_g1_i1.p2									
OG0039764									Mnig_DN13848_c0_g1_i1.p1									
OG0039765									Mnig_DN13851_c0_g1_i1.p1									
OG0039766									Mnig_DN13861_c0_g1_i1.p2									
OG0039767									Mnig_DN13862_c0_g1_i1.p1									
OG0039768									Mnig_DN13865_c0_g1_i1.p3									
OG0039769									Mnig_DN13881_c0_g1_i1.p1									
OG0039770									Mnig_DN13889_c0_g1_i1.p1									
OG0039771									Mnig_DN138_c0_g1_i1.p1									
OG0039772									Mnig_DN13903_c0_g1_i1.p1									
OG0039773									Mnig_DN13911_c0_g1_i1.p1									
OG0039774									Mnig_DN13912_c0_g1_i1.p1									
OG0039775									Mnig_DN13927_c0_g1_i1.p1									
OG0039776									Mnig_DN13935_c0_g1_i1.p1									
OG0039777									Mnig_DN13937_c0_g1_i1.p2									
OG0039778									Mnig_DN13942_c0_g1_i1.p1									
OG0039779									Mnig_DN13961_c0_g1_i1.p1									
OG0039780									Mnig_DN13964_c0_g1_i1.p1									
OG0039781									Mnig_DN13965_c0_g1_i1.p1									
OG0039782									Mnig_DN13972_c0_g1_i1.p1									
OG0039783									Mnig_DN13977_c0_g1_i1.p1									
OG0039784									Mnig_DN13986_c0_g1_i1.p1									
OG0039785									Mnig_DN13993_c0_g1_i1.p1									
OG0039786									Mnig_DN14000_c0_g1_i1.p1									
OG0039787									Mnig_DN14012_c0_g1_i1.p2									
OG0039788									Mnig_DN14016_c0_g1_i1.p1									
OG0039789									Mnig_DN14035_c0_g1_i1.p1									
OG0039790									Mnig_DN14044_c0_g1_i1.p1									
OG0039791									Mnig_DN14050_c0_g1_i1.p1									
OG0039792									Mnig_DN14059_c0_g1_i1.p1									
OG0039793									Mnig_DN14060_c0_g1_i1.p3									
OG0039794									Mnig_DN14060_c0_g2_i1.p1									
OG0039795									Mnig_DN14070_c0_g1_i1.p1									
OG0039796									Mnig_DN14075_c0_g1_i1.p1									
OG0039797									Mnig_DN14079_c0_g1_i1.p1									
OG0039798									Mnig_DN1407_c0_g1_i1.p2									
OG0039799									Mnig_DN14081_c0_g1_i1.p1									
OG0039800									Mnig_DN1409_c0_g1_i1.p2									
OG0039801									Mnig_DN14106_c0_g1_i1.p2									
OG0039802									Mnig_DN14108_c0_g1_i1.p1									
OG0039803									Mnig_DN14108_c0_g1_i1.p4									
OG0039804									Mnig_DN14113_c0_g1_i1.p1									
OG0039805									Mnig_DN14118_c0_g1_i1.p1									
OG0039806									Mnig_DN14123_c0_g1_i1.p1									
OG0039807									Mnig_DN14124_c0_g1_i1.p1									
OG0039808									Mnig_DN14133_c0_g2_i1.p1									
OG0039809									Mnig_DN14141_c0_g1_i1.p1									
OG0039810									Mnig_DN14142_c0_g1_i1.p1									
OG0039811									Mnig_DN14146_c0_g1_i1.p1									
OG0039812									Mnig_DN14147_c0_g1_i1.p1									
OG0039813									Mnig_DN14148_c0_g1_i1.p1									
OG0039814									Mnig_DN14154_c0_g1_i1.p1									
OG0039815									Mnig_DN14160_c0_g1_i1.p1									
OG0039816									Mnig_DN14167_c0_g1_i1.p2									
OG0039817									Mnig_DN14169_c0_g1_i1.p1									
OG0039818									Mnig_DN14171_c0_g1_i1.p2									
OG0039819									Mnig_DN14175_c0_g1_i1.p1									
OG0039820									Mnig_DN14180_c0_g1_i1.p1									
OG0039821									Mnig_DN14186_c0_g1_i1.p2									
OG0039822									Mnig_DN14191_c0_g1_i1.p2									
OG0039823									Mnig_DN14199_c0_g1_i1.p2									
OG0039824									Mnig_DN141_c0_g1_i1.p1									
OG0039825									Mnig_DN14213_c0_g1_i1.p1									
OG0039826									Mnig_DN14214_c0_g1_i1.p1									
OG0039827									Mnig_DN1421_c0_g2_i1.p4									
OG0039828									Mnig_DN14220_c0_g1_i1.p1									
OG0039829									Mnig_DN14223_c0_g1_i1.p1									
OG0039830									Mnig_DN14225_c0_g1_i1.p2									
OG0039831									Mnig_DN14225_c0_g1_i1.p1									
OG0039832									Mnig_DN14228_c0_g1_i1.p2									
OG0039833									Mnig_DN14229_c0_g1_i1.p2									
OG0039834									Mnig_DN14235_c0_g1_i1.p2									
OG0039835									Mnig_DN14238_c0_g1_i1.p1									
OG0039836									Mnig_DN14239_c0_g1_i1.p1									
OG0039837									Mnig_DN14240_c0_g1_i1.p1									
OG0039838									Mnig_DN14246_c0_g1_i1.p1									
OG0039839									Mnig_DN14254_c0_g1_i1.p2									
OG0039840									Mnig_DN14256_c0_g1_i1.p2									
OG0039841									Mnig_DN1426_c0_g1_i1.p1									
OG0039842									Mnig_DN14275_c0_g1_i1.p2									
OG0039843									Mnig_DN14287_c0_g1_i1.p1									
OG0039844									Mnig_DN1428_c0_g1_i1.p1									
OG0039845									Mnig_DN14294_c0_g1_i1.p1									
OG0039846									Mnig_DN14297_c0_g1_i1.p1									
OG0039847									Mnig_DN14306_c0_g1_i1.p1									
OG0039848									Mnig_DN14307_c0_g1_i1.p1									
OG0039849									Mnig_DN14313_c0_g1_i1.p2									
OG0039850									Mnig_DN14330_c0_g1_i1.p1									
OG0039851									Mnig_DN1433_c0_g1_i1.p1									
OG0039852									Mnig_DN14350_c0_g1_i1.p1									
OG0039853									Mnig_DN14352_c0_g1_i1.p2									
OG0039854									Mnig_DN14362_c0_g1_i1.p3									
OG0039855									Mnig_DN14363_c0_g1_i1.p1									
OG0039856									Mnig_DN14364_c0_g1_i1.p3									
OG0039857									Mnig_DN1436_c0_g1_i1.p1									
OG0039858									Mnig_DN14371_c0_g1_i1.p1									
OG0039859									Mnig_DN1438_c0_g1_i1.p1									
OG0039860									Mnig_DN14395_c0_g1_i1.p1									
OG0039861									Mnig_DN14406_c0_g1_i1.p1									
OG0039862									Mnig_DN14407_c0_g1_i1.p1									
OG0039863									Mnig_DN14409_c0_g1_i1.p1									
OG0039864									Mnig_DN14416_c0_g1_i1.p2									
OG0039865									Mnig_DN14419_c0_g1_i1.p1									
OG0039866									Mnig_DN14426_c0_g1_i1.p1									
OG0039867									Mnig_DN14429_c0_g1_i1.p3									
OG0039868									Mnig_DN14439_c0_g1_i1.p1									
OG0039869									Mnig_DN14452_c0_g1_i1.p2									
OG0039870									Mnig_DN14475_c0_g1_i1.p1									
OG0039871									Mnig_DN14478_c0_g1_i1.p2									
OG0039872									Mnig_DN14485_c0_g1_i1.p1									
OG0039873									Mnig_DN14497_c0_g1_i1.p2									
OG0039874									Mnig_DN1449_c0_g1_i1.p1									
OG0039875									Mnig_DN144_c0_g1_i1.p2									
OG0039876									Mnig_DN14505_c0_g1_i1.p1									
OG0039877									Mnig_DN14513_c0_g1_i1.p1									
OG0039878									Mnig_DN14514_c0_g1_i1.p1									
OG0039879									Mnig_DN1451_c0_g2_i1.p1									
OG0039880									Mnig_DN14520_c0_g1_i1.p1									
OG0039881									Mnig_DN14521_c0_g1_i1.p1									
OG0039882									Mnig_DN14526_c0_g1_i1.p3									
OG0039883									Mnig_DN14530_c0_g1_i1.p2									
OG0039884									Mnig_DN14542_c0_g1_i1.p1									
OG0039885									Mnig_DN14554_c0_g1_i1.p1									
OG0039886									Mnig_DN14556_c0_g1_i1.p1									
OG0039887									Mnig_DN14562_c0_g1_i1.p1									
OG0039888									Mnig_DN14566_c0_g1_i1.p1									
OG0039889									Mnig_DN14575_c0_g1_i1.p1									
OG0039890									Mnig_DN14578_c0_g1_i1.p1									
OG0039891									Mnig_DN14591_c0_g1_i1.p1									
OG0039892									Mnig_DN14592_c0_g1_i1.p1									
OG0039893									Mnig_DN14596_c0_g1_i1.p3									
OG0039894									Mnig_DN14617_c0_g1_i1.p3									
OG0039895									Mnig_DN14621_c0_g1_i1.p1									
OG0039896									Mnig_DN14629_c0_g1_i1.p2									
OG0039897									Mnig_DN1462_c0_g1_i1.p1									
OG0039898									Mnig_DN14634_c0_g1_i1.p1									
OG0039899									Mnig_DN14643_c0_g1_i1.p1									
OG0039900									Mnig_DN14648_c0_g1_i1.p1									
OG0039901									Mnig_DN14654_c0_g1_i1.p1									
OG0039902									Mnig_DN14675_c0_g1_i1.p1									
OG0039903									Mnig_DN14681_c0_g1_i1.p2									
OG0039904									Mnig_DN14682_c0_g1_i1.p1									
OG0039905									Mnig_DN14688_c0_g1_i1.p1									
OG0039906									Mnig_DN14689_c0_g1_i1.p2									
OG0039907									Mnig_DN14692_c0_g1_i1.p1									
OG0039908									Mnig_DN14715_c0_g1_i1.p1									
OG0039909									Mnig_DN14718_c0_g1_i1.p2									
OG0039910									Mnig_DN14722_c0_g1_i1.p1									
OG0039911									Mnig_DN14723_c0_g1_i1.p2									
OG0039912									Mnig_DN1472_c0_g1_i1.p1									
OG0039913									Mnig_DN1472_c0_g2_i1.p1									
OG0039914									Mnig_DN14731_c0_g1_i1.p1									
OG0039915									Mnig_DN14736_c0_g1_i1.p1									
OG0039916									Mnig_DN14740_c0_g1_i1.p2									
OG0039917									Mnig_DN14751_c0_g1_i1.p1									
OG0039918									Mnig_DN14756_c0_g1_i1.p2									
OG0039919									Mnig_DN14762_c0_g1_i1.p1									
OG0039920									Mnig_DN14767_c0_g1_i1.p2									
OG0039921									Mnig_DN14769_c0_g1_i1.p1									
OG0039922									Mnig_DN14771_c0_g1_i1.p1									
OG0039923									Mnig_DN14772_c0_g1_i1.p1									
OG0039924									Mnig_DN14773_c0_g1_i1.p1									
OG0039925									Mnig_DN14777_c0_g1_i1.p1									
OG0039926									Mnig_DN14779_c0_g1_i1.p1									
OG0039927									Mnig_DN14788_c0_g1_i1.p1									
OG0039928									Mnig_DN1478_c0_g1_i1.p1									
OG0039929									Mnig_DN14791_c0_g1_i1.p1									
OG0039930									Mnig_DN147_c0_g2_i1.p1									
OG0039931									Mnig_DN14808_c0_g1_i1.p1									
OG0039932									Mnig_DN14810_c0_g1_i1.p2									
OG0039933									Mnig_DN14814_c0_g1_i1.p1									
OG0039934									Mnig_DN14819_c0_g1_i1.p1									
OG0039935									Mnig_DN1482_c0_g2_i1.p2									
OG0039936									Mnig_DN14831_c0_g1_i1.p1									
OG0039937									Mnig_DN14835_c0_g1_i1.p1									
OG0039938									Mnig_DN14846_c0_g1_i1.p2									
OG0039939									Mnig_DN14848_c0_g1_i1.p1									
OG0039940									Mnig_DN14860_c0_g1_i1.p1									
OG0039941									Mnig_DN14876_c0_g1_i1.p1									
OG0039942									Mnig_DN14882_c0_g1_i1.p1									
OG0039943									Mnig_DN14896_c0_g1_i1.p1									
OG0039944									Mnig_DN1489_c0_g1_i1.p1									
OG0039945									Mnig_DN14900_c0_g1_i1.p1									
OG0039946									Mnig_DN14910_c0_g1_i1.p2									
OG0039947									Mnig_DN14918_c0_g1_i1.p1									
OG0039948									Mnig_DN14924_c0_g1_i1.p1									
OG0039949									Mnig_DN14929_c0_g1_i1.p1									
OG0039950									Mnig_DN14936_c0_g1_i1.p1									
OG0039951									Mnig_DN14940_c0_g1_i1.p1									
OG0039952									Mnig_DN14961_c0_g1_i1.p1									
OG0039953									Mnig_DN14964_c0_g1_i1.p1									
OG0039954									Mnig_DN14968_c0_g1_i1.p1									
OG0039955									Mnig_DN14973_c0_g1_i1.p3									
OG0039956									Mnig_DN14977_c0_g1_i1.p2									
OG0039957									Mnig_DN14978_c0_g1_i1.p1									
OG0039958									Mnig_DN14982_c0_g1_i1.p2									
OG0039959									Mnig_DN1498_c0_g1_i1.p1									
OG0039960									Mnig_DN14994_c0_g1_i1.p3									
OG0039961									Mnig_DN14999_c0_g1_i1.p1									
OG0039962									Mnig_DN15008_c0_g1_i1.p1									
OG0039963									Mnig_DN15011_c0_g1_i1.p3									
OG0039964									Mnig_DN15018_c0_g1_i1.p1									
OG0039965									Mnig_DN15021_c0_g1_i1.p1									
OG0039966									Mnig_DN15023_c0_g1_i1.p1									
OG0039967									Mnig_DN15024_c0_g1_i1.p1									
OG0039968									Mnig_DN1502_c0_g2_i1.p1									
OG0039969									Mnig_DN15035_c0_g1_i1.p2									
OG0039970									Mnig_DN15039_c0_g1_i1.p1									
OG0039971									Mnig_DN1506_c0_g2_i1.p1									
OG0039972									Mnig_DN15076_c0_g1_i1.p5									
OG0039973									Mnig_DN15088_c0_g1_i1.p1									
OG0039974									Mnig_DN15100_c0_g1_i1.p2									
OG0039975									Mnig_DN15141_c0_g1_i1.p1									
OG0039976									Mnig_DN15142_c0_g1_i1.p3									
OG0039977									Mnig_DN15165_c0_g1_i1.p1									
OG0039978									Mnig_DN1516_c0_g1_i1.p1									
OG0039979									Mnig_DN15170_c0_g1_i1.p1									
OG0039980									Mnig_DN15184_c0_g1_i1.p1									
